"doctor_id","clinic_id","doctor_name","doctor_gender","doctor_specialty","doctor_consultation_fee"
"DOC000817","CLN00063","dr. Gaduh Budiyanto, Sp.THT","L","THT",80000
"DOC000818","CLN00001","dr. Gaiman Aryani","L","Umum",50000
"DOC000819","CLN00050","dr. Gaiman Budiman","L","Umum",50000
"DOC000820","CLN00051","dr. Gaiman Budiman","L","Umum",50000
"DOC000821","CLN00019","dr. Gaiman Napitupulu","L","Umum",50000
"DOC000822","CLN00003","dr. Galang Riyanti","L","Umum",50000
"DOC000823","CLN00029","dr. Galar Najmudin, Sp.OG","L","Obgyn",1e+05
"DOC000824","CLN00030","dr. Galar Najmudin, Sp.OG","L","Obgyn",1e+05
"DOC000825","CLN00031","dr. Galar Najmudin, Sp.OG","L","Obgyn",1e+05
"DOC000826","CLN00032","dr. Galar Najmudin, Sp.OG","L","Obgyn",1e+05
"DOC000827","CLN00050","dr. Galuh Tamba","L","Umum",50000
"DOC000828","CLN00042","dr. Galuh Usamah","L","Umum",50000
"DOC000829","CLN00048","dr. Galuh Usamah","L","Umum",50000
"DOC000830","CLN00085","dr. Gaman Pradipta","L","Umum",50000
"DOC000831","CLN00086","dr. Gaman Pradipta","L","Umum",50000
"DOC000832","CLN00071","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000833","CLN00072","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000834","CLN00073","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000835","CLN00074","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000836","CLN00075","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000837","CLN00076","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000838","CLN00077","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000839","CLN00078","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000840","CLN00079","dr. Gamblang Sitorus, Sp.OG","L","Obgyn",120000
"DOC000841","CLN00071","dr. Gamblang Susanti","L","Umum",60000
"DOC000842","CLN00073","dr. Gamblang Susanti","L","Umum",60000
"DOC000843","CLN00075","dr. Gamblang Susanti","L","Umum",60000
"DOC000844","CLN00077","dr. Gamblang Susanti","L","Umum",60000
"DOC000845","CLN00042","dr. Ganda Hasanah","L","Umum",50000
"DOC000846","CLN00043","dr. Ganda Hasanah","L","Umum",50000
"DOC000847","CLN00048","dr. Ganda Hasanah","L","Umum",50000
"DOC000848","CLN00003","dr. Gandewa Nasyiah","L","Umum",50000
"DOC000849","CLN00004","dr. Gandewa Nasyiah","L","Umum",50000
"DOC000850","CLN00042","dr. Gandi Widiastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC000851","CLN00045","dr. Gandi Widiastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC000852","CLN00046","dr. Gandi Widiastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC000853","CLN00033","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000854","CLN00034","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000855","CLN00035","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000856","CLN00036","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000857","CLN00037","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000858","CLN00038","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000859","CLN00039","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000860","CLN00040","dr. Ganep Pratama, Sp.THT","L","THT",1e+05
"DOC000861","CLN00084","dr. Ganep Saputra, Sp.PD","L","Penyakit Dalam",80000
"DOC000862","CLN00085","dr. Ganep Saputra, Sp.PD","L","Penyakit Dalam",80000
"DOC000863","CLN00087","dr. Ganep Saputra, Sp.PD","L","Penyakit Dalam",80000
"DOC000864","CLN00001","dr. Gangsa Hidayanto","L","Umum",50000
"DOC000865","CLN00002","dr. Gangsa Hidayanto","L","Umum",50000
"DOC000866","CLN00084","dr. Gangsa Nababan, Sp.THT","L","THT",80000
"DOC000867","CLN00086","dr. Gangsa Nababan, Sp.THT","L","THT",80000
"DOC000868","CLN00087","dr. Gangsa Nababan, Sp.THT","L","THT",80000
"DOC000869","CLN00054","dr. Gangsa Santoso","L","Umum",60000
"DOC000870","CLN00033","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000871","CLN00034","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000872","CLN00035","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000873","CLN00036","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000874","CLN00037","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000875","CLN00038","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000876","CLN00039","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000877","CLN00040","dr. Gangsa Wahyuni, Sp.OG","L","Obgyn",130000
"DOC000878","CLN00023","dr. Ganjaran Prabowo, Sp.THT","L","THT",80000
"DOC000879","CLN00024","dr. Ganjaran Prabowo, Sp.THT","L","THT",80000
"DOC000880","CLN00025","dr. Ganjaran Prabowo, Sp.THT","L","THT",80000
"DOC000881","CLN00026","dr. Ganjaran Prabowo, Sp.THT","L","THT",80000
"DOC000882","CLN00015","dr. Ganjaran Pranowo, Sp.A","L","Anak",80000
"DOC000883","CLN00017","dr. Ganjaran Pranowo, Sp.A","L","Anak",80000
"DOC000884","CLN00018","dr. Ganjaran Pranowo, Sp.A","L","Anak",80000
"DOC000885","CLN00080","dr. Ganjaran Usamah, Sp.PD","L","Penyakit Dalam",80000
"DOC000886","CLN00083","dr. Ganjaran Usamah, Sp.PD","L","Penyakit Dalam",80000
"DOC000887","CLN00050","dr. Gantar Siregar","L","Umum",50000
"DOC000888","CLN00006","dr. Gantar Wahyudin","L","Umum",60000
"DOC000889","CLN00007","dr. Gantar Wahyudin","L","Umum",60000
"DOC000890","CLN00008","dr. Gantar Wahyudin","L","Umum",60000
"DOC000891","CLN00009","dr. Gantar Wahyudin","L","Umum",60000
"DOC000892","CLN00022","dr. Garan Uwais, Sp.A","L","Anak",80000
"DOC000893","CLN00023","dr. Garan Uwais, Sp.A","L","Anak",80000
"DOC000894","CLN00024","dr. Garan Uwais, Sp.A","L","Anak",80000
"DOC000895","CLN00080","dr. Gasti Damanik","P","Umum",50000
"DOC000896","CLN00081","dr. Gasti Damanik","P","Umum",50000
"DOC000897","CLN00083","dr. Gasti Damanik","P","Umum",50000
"DOC000898","CLN00003","dr. Gasti Handayani, Sp.OG","P","Obgyn",1e+05
"DOC000899","CLN00004","dr. Gasti Handayani, Sp.OG","P","Obgyn",1e+05
"DOC000900","CLN00059","dr. Gasti Rajasa, Sp.A","P","Anak",80000
"DOC000901","CLN00060","dr. Gasti Rajasa, Sp.A","P","Anak",80000
"DOC000902","CLN00061","dr. Gasti Rajasa, Sp.A","P","Anak",80000
"DOC000903","CLN00028","dr. Gasti Wibisono, Sp.PD","P","Penyakit Dalam",80000
"DOC000904","CLN00002","dr. Gatra Mandala","L","Umum",50000
"DOC000905","CLN00033","dr. Gawati Utami, Sp.A","P","Anak",1e+05
"DOC000906","CLN00034","dr. Gawati Utami, Sp.A","P","Anak",1e+05
"DOC000907","CLN00035","dr. Gawati Utami, Sp.A","P","Anak",1e+05
"DOC000908","CLN00039","dr. Gawati Utami, Sp.A","P","Anak",1e+05
"DOC000909","CLN00052","dr. Genta Aryani","P","Umum",60000
"DOC000910","CLN00068","dr. Genta Uyainah","P","Umum",50000
"DOC000911","CLN00069","dr. Genta Uyainah","P","Umum",50000
"DOC000912","CLN00070","dr. Genta Uyainah","P","Umum",50000
"DOC000913","CLN00062","dr. Ghaliyati Saputra, Sp.A","P","Anak",80000
"DOC000914","CLN00016","dr. Ghani Mahendra, Sp.A","L","Anak",80000
"DOC000915","CLN00007","dr. Ghani Nasyidah, Sp.A","L","Anak",90000
"DOC000916","CLN00008","dr. Ghani Nasyidah, Sp.A","L","Anak",90000
"DOC000917","CLN00011","dr. Ghani Prakasa","L","Umum",50000
"DOC000918","CLN00012","dr. Ghani Prakasa","L","Umum",50000
"DOC000919","CLN00011","dr. Gilda Hassanah, Sp.A","P","Anak",80000
"DOC000920","CLN00014","dr. Gilda Hassanah, Sp.A","P","Anak",80000
"DOC000921","CLN00054","dr. Gilda Nugroho, Sp.A","P","Anak",80000
"DOC000922","CLN00055","dr. Gilda Nugroho, Sp.A","P","Anak",80000
"DOC000923","CLN00056","dr. Gilda Nugroho, Sp.A","P","Anak",80000
"DOC000924","CLN00022","dr. Gilda Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000925","CLN00023","dr. Gilda Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000926","CLN00024","dr. Gilda Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000927","CLN00026","dr. Gilda Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000928","CLN00027","dr. Gilda Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000929","CLN00042","dr. Gina Thamrin, Sp.PD","P","Penyakit Dalam",80000
"DOC000930","CLN00049","dr. Gina Thamrin, Sp.PD","P","Penyakit Dalam",80000
"DOC000931","CLN00057","dr. Gina Wacana","P","Umum",50000
"DOC000932","CLN00058","dr. Gina Wacana","P","Umum",50000
"DOC000933","CLN00021","dr. Hadi Widiastuti","L","Umum",50000
"DOC000934","CLN00080","dr. Hafshah Marpaung","P","Umum",50000
"DOC000935","CLN00081","dr. Hafshah Marpaung","P","Umum",50000
"DOC000936","CLN00042","dr. Hafshah Mustofa","P","Umum",50000
"DOC000937","CLN00045","dr. Hafshah Mustofa","P","Umum",50000
"DOC000938","CLN00048","dr. Hafshah Mustofa","P","Umum",50000
"DOC000939","CLN00049","dr. Hafshah Mustofa","P","Umum",50000
"DOC000940","CLN00012","dr. Hafshah Pangestu","P","Umum",50000
"DOC000941","CLN00073","dr. Hafshah Tampubolon","P","Umum",60000
"DOC000942","CLN00074","dr. Hafshah Tampubolon","P","Umum",60000
"DOC000943","CLN00075","dr. Hafshah Tampubolon","P","Umum",60000
"DOC000944","CLN00023","dr. Hairyanto Simbolon, Sp.THT","L","THT",80000
"DOC000945","CLN00024","dr. Hairyanto Simbolon, Sp.THT","L","THT",80000
"DOC000946","CLN00025","dr. Hairyanto Simbolon, Sp.THT","L","THT",80000
"DOC000947","CLN00080","dr. Halima Saragih","P","Umum",50000
"DOC000948","CLN00064","dr. Hamima Kurniawan","P","Umum",50000
"DOC000949","CLN00065","dr. Hamima Kurniawan","P","Umum",50000
"DOC000950","CLN00054","dr. Hamima Manullang","P","Umum",60000
"DOC000951","CLN00056","dr. Hamima Manullang","P","Umum",60000
"DOC000952","CLN00042","dr. Hamima Uwais","P","Umum",50000
"DOC000953","CLN00044","dr. Hamima Uwais","P","Umum",50000
"DOC000954","CLN00046","dr. Hamima Uwais","P","Umum",50000
"DOC000955","CLN00048","dr. Hamima Uwais","P","Umum",50000
"DOC000956","CLN00073","dr. Hamzah Hutagalung, Sp.PD","L","Penyakit Dalam",90000
"DOC000957","CLN00001","dr. Hana Hidayat","P","Umum",50000
"DOC000958","CLN00002","dr. Hana Hidayat","P","Umum",50000
"DOC000959","CLN00033","dr. Hana Melani, Sp.PD","P","Penyakit Dalam",1e+05
"DOC000960","CLN00034","dr. Hana Melani, Sp.PD","P","Penyakit Dalam",1e+05
"DOC000961","CLN00035","dr. Hana Melani, Sp.PD","P","Penyakit Dalam",1e+05
"DOC000962","CLN00037","dr. Hana Melani, Sp.PD","P","Penyakit Dalam",1e+05
"DOC000963","CLN00039","dr. Hana Melani, Sp.PD","P","Penyakit Dalam",1e+05
"DOC000964","CLN00066","dr. Hana Widodo","P","Umum",50000
"DOC000965","CLN00057","dr. Hani Uwais","P","Umum",50000
"DOC000966","CLN00058","dr. Hani Uwais","P","Umum",50000
"DOC000967","CLN00051","dr. Hardana Maulana","L","Umum",50000
"DOC000968","CLN00058","dr. Hardi Prasetyo, Sp.A","L","Anak",80000
"DOC000969","CLN00016","dr. Hardi Ramadan","L","Umum",50000
"DOC000970","CLN00017","dr. Hardi Ramadan","L","Umum",50000
"DOC000971","CLN00018","dr. Hardi Ramadan","L","Umum",50000
"DOC000972","CLN00050","dr. Harimurti Situmorang","L","Umum",50000
"DOC000973","CLN00012","dr. Harimurti Wastuti","L","Umum",50000
"DOC000974","CLN00014","dr. Harimurti Wastuti","L","Umum",50000
"DOC000975","CLN00003","dr. Harja Hastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC000976","CLN00004","dr. Harja Hastuti, Sp.PD","L","Penyakit Dalam",80000
"DOC000977","CLN00057","dr. Harja Nuraini","L","Umum",50000
"DOC000978","CLN00058","dr. Harja Nuraini","L","Umum",50000
"DOC000979","CLN00069","dr. Harjasa Rahayu, Sp.PD","L","Penyakit Dalam",80000
"DOC000980","CLN00070","dr. Harjasa Rahayu, Sp.PD","L","Penyakit Dalam",80000
"DOC000981","CLN00003","dr. Harjasa Rahayu","L","Umum",50000
"DOC000982","CLN00084","dr. Harjaya Budiyanto","L","Umum",50000
"DOC000983","CLN00086","dr. Harjaya Budiyanto","L","Umum",50000
"DOC000984","CLN00060","dr. Harjaya Rajasa","L","Umum",50000
"DOC000985","CLN00061","dr. Harjaya Rajasa","L","Umum",50000
"DOC000986","CLN00016","dr. Harsana Haryanto, Sp.KK","L","Kulit & Kelamin",80000
"DOC000987","CLN00018","dr. Harsana Haryanto, Sp.KK","L","Kulit & Kelamin",80000
"DOC000988","CLN00001","dr. Harsanto Manullang, Sp.THT","L","THT",80000
"DOC000989","CLN00002","dr. Harsanto Manullang, Sp.THT","L","THT",80000
"DOC000990","CLN00050","dr. Harsaya Gunarto, Sp.THT","L","THT",80000
"DOC000991","CLN00051","dr. Harsaya Gunarto, Sp.THT","L","THT",80000
"DOC000992","CLN00028","dr. Harsaya Mustofa, Sp.A","L","Anak",80000
"DOC000993","CLN00031","dr. Harsaya Mustofa, Sp.A","L","Anak",80000
"DOC000994","CLN00032","dr. Harsaya Mustofa, Sp.A","L","Anak",80000
"DOC000995","CLN00014","dr. Harsaya Widodo, Sp.A","L","Anak",80000
"DOC000996","CLN00053","dr. Hartana Andriani","L","Umum",60000
"DOC000997","CLN00055","dr. Hartana Andriani","L","Umum",60000
"DOC000998","CLN00001","dr. Hartana Hassanah","L","Umum",50000
"DOC000999","CLN00002","dr. Hartana Hassanah","L","Umum",50000
"DOC001000","CLN00025","dr. Hartana Kuswandari","L","Umum",50000
"DOC001001","CLN00057","dr. Hartana Marpaung, Sp.THT","L","THT",80000
"DOC001002","CLN00058","dr. Hartana Marpaung, Sp.THT","L","THT",80000
"DOC001003","CLN00057","dr. Hasim Lazuardi, Sp.KK","L","Kulit & Kelamin",80000
"DOC001004","CLN00058","dr. Hasim Lazuardi, Sp.KK","L","Kulit & Kelamin",80000
"DOC001005","CLN00001","dr. Hasna Damanik","P","Umum",50000
"DOC001006","CLN00002","dr. Hasna Damanik","P","Umum",50000
"DOC001007","CLN00084","dr. Hasna Hakim, Sp.PD","P","Penyakit Dalam",80000
"DOC001008","CLN00087","dr. Hasna Hakim, Sp.PD","P","Penyakit Dalam",80000
"DOC001009","CLN00084","dr. Hasna Permata","P","Umum",50000
"DOC001010","CLN00086","dr. Hasna Permata","P","Umum",50000
"DOC001011","CLN00087","dr. Hasna Permata","P","Umum",50000
"DOC001012","CLN00001","dr. Hasta Halimah, Sp.A","L","Anak",80000
"DOC001013","CLN00002","dr. Hasta Halimah, Sp.A","L","Anak",80000
"DOC001014","CLN00086","dr. Hendra Lailasari","L","Umum",50000
"DOC001015","CLN00015","dr. Hendra Yulianti, Sp.OG","L","Obgyn",1e+05
"DOC001016","CLN00016","dr. Hendra Yulianti, Sp.OG","L","Obgyn",1e+05
"DOC001017","CLN00017","dr. Hendra Yulianti, Sp.OG","L","Obgyn",1e+05
"DOC001018","CLN00018","dr. Hendra Yulianti, Sp.OG","L","Obgyn",1e+05
"DOC001019","CLN00073","dr. Heryanto Wastuti","L","Umum",60000
"DOC001020","CLN00074","dr. Heryanto Wastuti","L","Umum",60000
"DOC001021","CLN00075","dr. Heryanto Wastuti","L","Umum",60000
"DOC001022","CLN00079","dr. Heryanto Wastuti","L","Umum",60000
"DOC001023","CLN00003","dr. Hesti Maryadi","P","Umum",50000
"DOC001024","CLN00004","dr. Hesti Maryadi","P","Umum",50000
"DOC001025","CLN00073","dr. Hesti Nuraini","P","Umum",60000
"DOC001026","CLN00075","dr. Hesti Nuraini","P","Umum",60000
"DOC001027","CLN00076","dr. Hesti Nuraini","P","Umum",60000
"DOC001028","CLN00058","dr. Hilda Budiyanto","P","Umum",50000
"DOC001029","CLN00015","dr. Himawan Damanik, Sp.THT","L","THT",80000
"DOC001030","CLN00016","dr. Himawan Damanik, Sp.THT","L","THT",80000
"DOC001031","CLN00017","dr. Himawan Damanik, Sp.THT","L","THT",80000
"DOC001032","CLN00018","dr. Himawan Damanik, Sp.THT","L","THT",80000
"DOC001033","CLN00001","dr. Himawan Hutagalung","L","Umum",50000
"DOC001034","CLN00002","dr. Himawan Hutagalung","L","Umum",50000
"DOC001035","CLN00020","dr. Humaira Agustina, Sp.PD","P","Penyakit Dalam",80000
"DOC001036","CLN00015","dr. Humaira Lazuardi, Sp.A","P","Anak",80000
"DOC001037","CLN00063","dr. Humaira Simanjuntak","P","Umum",50000
"DOC001038","CLN00058","dr. Ian Halimah","L","Umum",50000
"DOC001039","CLN00071","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001040","CLN00072","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001041","CLN00073","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001042","CLN00074","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001043","CLN00075","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001044","CLN00076","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001045","CLN00077","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001046","CLN00078","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001047","CLN00079","dr. Ian Wahyuni, Sp.KK","L","Kulit & Kelamin",1e+05
"DOC001048","CLN00023","dr. Ibun Iswahyudi","L","Umum",50000
"DOC001049","CLN00022","dr. Ibun Lazuardi","L","Umum",50000
"DOC001050","CLN00024","dr. Ibun Lazuardi","L","Umum",50000
"DOC001051","CLN00025","dr. Ibun Lazuardi","L","Umum",50000
"DOC001052","CLN00015","dr. Icha Dongoran, Sp.PD","P","Penyakit Dalam",80000
"DOC001053","CLN00017","dr. Icha Dongoran, Sp.PD","P","Penyakit Dalam",80000
"DOC001054","CLN00041","dr. Icha Hutasoit","P","Umum",50000
"DOC001055","CLN00042","dr. Icha Hutasoit","P","Umum",50000
"DOC001056","CLN00047","dr. Icha Hutasoit","P","Umum",50000
"DOC001057","CLN00048","dr. Icha Hutasoit","P","Umum",50000
"DOC001058","CLN00049","dr. Icha Hutasoit","P","Umum",50000
"DOC001059","CLN00058","dr. Icha Pradana","P","Umum",50000
"DOC001060","CLN00016","dr. Ifa Jailani","P","Umum",50000
"DOC001061","CLN00018","dr. Ifa Jailani","P","Umum",50000
"DOC001062","CLN00058","dr. Ifa Kusmawati, Sp.PD","P","Penyakit Dalam",80000
"DOC001063","CLN00033","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001064","CLN00034","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001065","CLN00035","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001066","CLN00036","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001067","CLN00037","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001068","CLN00038","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001069","CLN00039","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001070","CLN00040","dr. Ifa Situmorang, Sp.OG","P","Obgyn",130000
"DOC001071","CLN00041","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001072","CLN00042","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001073","CLN00043","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001074","CLN00044","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001075","CLN00045","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001076","CLN00046","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001077","CLN00047","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001078","CLN00048","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001079","CLN00049","dr. Ifa Wulandari, Sp.THT","P","THT",80000
"DOC001080","CLN00001","dr. Ihsan Winarsih","L","Umum",50000
"DOC001081","CLN00001","dr. Ika Laksmiwati","P","Umum",50000
"DOC001082","CLN00002","dr. Ika Laksmiwati","P","Umum",50000
"DOC001083","CLN00015","dr. Ika Pradana, Sp.THT","P","THT",80000
"DOC001084","CLN00016","dr. Ika Pradana, Sp.THT","P","THT",80000
"DOC001085","CLN00017","dr. Ika Pradana, Sp.THT","P","THT",80000
"DOC001086","CLN00018","dr. Ika Pradana, Sp.THT","P","THT",80000
"DOC001087","CLN00057","dr. Ika Purwanti","P","Umum",50000
"DOC001088","CLN00058","dr. Ika Purwanti","P","Umum",50000
"DOC001089","CLN00030","dr. Ikhsan Hidayanto","L","Umum",50000
"DOC001090","CLN00031","dr. Ikhsan Hidayanto","L","Umum",50000
"DOC001091","CLN00032","dr. Ikhsan Hidayanto","L","Umum",50000
"DOC001092","CLN00022","dr. Ilsa Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC001093","CLN00023","dr. Ilsa Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC001094","CLN00024","dr. Ilsa Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC001095","CLN00026","dr. Ilsa Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC001096","CLN00027","dr. Ilsa Maulana, Sp.KK","P","Kulit & Kelamin",80000
"DOC001097","CLN00015","dr. Ilsa Sitorus, Sp.PD","P","Penyakit Dalam",80000
"DOC001098","CLN00018","dr. Ilsa Sitorus, Sp.PD","P","Penyakit Dalam",80000
"DOC001099","CLN00071","dr. Ilsa Tamba","P","Umum",60000
"DOC001100","CLN00072","dr. Ilsa Tamba","P","Umum",60000
"DOC001101","CLN00073","dr. Ilsa Tamba","P","Umum",60000
"DOC001102","CLN00075","dr. Ilsa Tamba","P","Umum",60000
"DOC001103","CLN00079","dr. Ilsa Tamba","P","Umum",60000
"DOC001104","CLN00041","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001105","CLN00042","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001106","CLN00043","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001107","CLN00044","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001108","CLN00045","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001109","CLN00046","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001110","CLN00047","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001111","CLN00048","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001112","CLN00049","dr. Ilyas Pertiwi, Sp.THT","L","THT",80000
"DOC001113","CLN00062","dr. Ilyas Waskita","L","Umum",50000
"DOC001114","CLN00063","dr. Ilyas Waskita","L","Umum",50000
"DOC001115","CLN00057","dr. Ina Anggraini","P","Umum",50000
"DOC001116","CLN00058","dr. Ina Anggraini","P","Umum",50000
"DOC001117","CLN00020","dr. Ina Hidayanto, Sp.A","P","Anak",80000
"DOC001118","CLN00021","dr. Ina Hidayanto, Sp.A","P","Anak",80000
"DOC001119","CLN00057","dr. Ina Mayasari","P","Umum",50000
"DOC001120","CLN00058","dr. Ina Mayasari","P","Umum",50000
"DOC001121","CLN00050","dr. Indah Adriansyah","P","Umum",50000
"DOC001122","CLN00051","dr. Indah Adriansyah","P","Umum",50000
"DOC001123","CLN00011","dr. Indah Sihombing, Sp.OG","P","Obgyn",1e+05
"DOC001124","CLN00012","dr. Indah Sihombing, Sp.OG","P","Obgyn",1e+05
"DOC001125","CLN00013","dr. Indah Sihombing, Sp.OG","P","Obgyn",1e+05
"DOC001126","CLN00014","dr. Indah Sihombing, Sp.OG","P","Obgyn",1e+05
"DOC001127","CLN00012","dr. Indah Sirait","P","Umum",50000
"DOC001128","CLN00013","dr. Indah Sirait","P","Umum",50000
"DOC001129","CLN00014","dr. Indah Sirait","P","Umum",50000
"DOC001130","CLN00033","dr. Indah Suartini","P","Umum",60000
"DOC001131","CLN00034","dr. Indah Suartini","P","Umum",60000
"DOC001132","CLN00035","dr. Indah Suartini","P","Umum",60000
"DOC001133","CLN00036","dr. Indah Suartini","P","Umum",60000
"DOC001134","CLN00037","dr. Indah Suartini","P","Umum",60000
"DOC001135","CLN00038","dr. Indah Suartini","P","Umum",60000
"DOC001136","CLN00039","dr. Indah Suartini","P","Umum",60000
"DOC001137","CLN00023","dr. Intan Gunarto, Sp.THT","P","THT",80000
"DOC001138","CLN00024","dr. Intan Gunarto, Sp.THT","P","THT",80000
"DOC001139","CLN00025","dr. Intan Gunarto, Sp.THT","P","THT",80000
"DOC001140","CLN00026","dr. Intan Gunarto, Sp.THT","P","THT",80000
"DOC001141","CLN00027","dr. Intan Gunarto, Sp.THT","P","THT",80000
"DOC001142","CLN00057","dr. Intan Hutagalung","P","Umum",50000
"DOC001143","CLN00058","dr. Intan Hutagalung","P","Umum",50000
"DOC001144","CLN00059","dr. Intan Utami, Sp.THT","P","THT",80000
"DOC001145","CLN00060","dr. Intan Utami, Sp.THT","P","THT",80000
"DOC001146","CLN00084","dr. Ira Handayani","P","Umum",50000
"DOC001147","CLN00086","dr. Ira Handayani","P","Umum",50000
"DOC001148","CLN00087","dr. Ira Handayani","P","Umum",50000
"DOC001149","CLN00042","dr. Ira Puspita","P","Umum",50000
"DOC001150","CLN00045","dr. Ira Puspita","P","Umum",50000
"DOC001151","CLN00048","dr. Ira Puspita","P","Umum",50000
"DOC001152","CLN00052","dr. Ira Susanti, Sp.OG","P","Obgyn",110000
"DOC001153","CLN00053","dr. Ira Susanti, Sp.OG","P","Obgyn",110000
"DOC001154","CLN00054","dr. Ira Susanti, Sp.OG","P","Obgyn",110000
"DOC001155","CLN00055","dr. Ira Susanti, Sp.OG","P","Obgyn",110000
"DOC001156","CLN00056","dr. Ira Susanti, Sp.OG","P","Obgyn",110000
"DOC001157","CLN00087","dr. Irfan Mustofa, Sp.PD","L","Penyakit Dalam",80000
"DOC001158","CLN00068","dr. Irfan Sihombing, Sp.PD","L","Penyakit Dalam",80000
"DOC001159","CLN00070","dr. Irfan Sihombing, Sp.PD","L","Penyakit Dalam",80000
"DOC001160","CLN00062","dr. Iriana Firgantoro, Sp.THT","P","THT",80000
"DOC001161","CLN00063","dr. Iriana Firgantoro, Sp.THT","P","THT",80000
"DOC001162","CLN00087","dr. Iriana Handayani","P","Umum",50000
"DOC001163","CLN00019","dr. Iriana Pangestu","P","Umum",50000
"DOC001164","CLN00021","dr. Iriana Pangestu","P","Umum",50000
"DOC001165","CLN00017","dr. Iriana Yulianti","P","Umum",50000
